Thu Apr 24 12:02:11 2025


Number of Points = 8428

Depth (nm)	Load (µN)	Time (s)
32.666250	1886.979246	0.000000
32.774697	1927.577253	0.005005
32.869509	1989.969072	0.010010
32.994041	1928.983485	0.015014
33.002721	1959.515950	0.020019
32.817846	1935.370813	0.025024
32.836664	1920.091334	0.030029
32.568469	1891.526041	0.035034
32.283466	1848.419486	0.040038
32.246928	1828.209357	0.045043
31.578044	1847.566003	0.050048
31.476713	1782.421269	0.055053
31.461345	1730.717310	0.060058
30.774844	1773.647902	0.065062
30.367002	1692.981432	0.070067
29.901486	1632.557157	0.075072
29.589589	1598.092946	0.080077
29.175111	1511.528020	0.085082
28.497326	1544.807574	0.090086
28.716090	1496.033070	0.095091
28.038402	1436.206481	0.100096
27.637249	1399.955658	0.105101
26.967246	1359.509668	0.110106
26.295823	1332.608429	0.115110
25.562630	1230.865383	0.120115
25.107772	1211.797935	0.125120
24.589929	1139.164060	0.130125
23.689447	1042.652397	0.135130
22.955922	1010.409866	0.140134
22.436600	1049.712341	0.145139
21.685170	992.217070	0.150144
20.789958	900.540573	0.155149
20.404018	759.781184	0.160154
19.619870	802.441727	0.165158
18.593334	727.874390	0.170163
18.008127	732.831388	0.175168
17.007922	654.283852	0.180173
16.097226	587.884778	0.185178
15.157602	539.035958	0.190182
14.023668	484.288464	0.195187
13.514387	467.369821	0.200192
12.545933	405.450906	0.205197
11.323625	385.212395	0.210202
10.956235	267.778747	0.215206
9.924379	305.584768	0.220211
8.928903	244.552399	0.225216
7.684268	164.221697	0.230221
6.602711	151.077734	0.235226
5.881614	146.483131	0.240230
5.069347	79.852419	0.245235
3.733846	87.315157	0.250240
2.512687	74.004929	0.255245
1.396670	66.071918	0.260250
0.460070	-1.757284	0.265254
-0.744827	-15.786989	0.270259
-1.954018	-5.096514	0.275264
-3.172304	1.124335	0.280269
-4.504718	-71.621318	0.285274
-5.307423	-39.805868	0.290278
-6.769812	17.324708	0.295283
-7.758000	-15.582673	0.300288
-9.070986	-3.567031	0.305293
-10.482914	-48.861225	0.310298
-11.274798	-11.712195	0.315302
-12.521815	-75.553487	0.320307
-13.608384	18.235117	0.325312
-14.784772	-23.128698	0.330317
-15.965008	-5.757602	0.335322
-17.077090	-13.641674	0.340326
-18.332760	-14.612125	0.345331
-19.374323	14.689900	0.350336
-20.316189	-24.284150	0.355341
-21.667210	22.373077	0.360346
-22.727163	3.158358	0.365350
-23.558447	-36.504099	0.370355
-24.498033	28.257098	0.375360
-25.863824	21.096832	0.380365
-27.207255	44.874548	0.385370
-28.240163	39.532401	0.390374
-28.850444	42.405496	0.395379
-29.805358	6.179552	0.400384
-30.810020	-25.181168	0.405389
-32.115769	13.931348	0.410394
-32.987269	-12.725592	0.415398
-34.029405	32.124585	0.420403
-35.174263	-6.593619	0.425408
-36.308316	60.813611	0.430413
-37.027695	-36.592554	0.435418
-37.890458	-27.746635	0.440422
-39.109556	30.718554	0.445427
-40.376767	-33.804969	0.450432
-41.131991	-9.046227	0.455437
-42.587010	-21.400903	0.460442
-43.637611	1.214030	0.465446
-44.529327	21.119818	0.470451
-45.320791	34.464746	0.475456
-46.399650	-25.561359	0.480461
-47.372539	7.639239	0.485466
-48.549692	3.811284	0.490470
-49.320276	-17.918029	0.495475
-50.447774	-11.865069	0.500480
-51.610189	-38.625048	0.505485
-52.403612	-45.538019	0.510490
-53.374532	-13.077265	0.515494
-54.309675	39.342027	0.520499
-55.350261	23.228076	0.525504
-56.420678	-7.471576	0.530509
-57.710812	-12.877860	0.535514
-58.627026	-9.263403	0.540518
-59.561795	20.291257	0.545523
-60.605924	-47.476390	0.550528
-61.861793	49.751845	0.555533
-62.588871	-5.505748	0.560538
-63.638156	26.693168	0.565542
-64.622212	1.026185	0.570547
-65.660638	64.968764	0.575552
-66.607549	55.100312	0.580557
-67.460728	15.370132	0.585562
-68.668670	7.794049	0.590566
-69.792287	23.254733	0.595571
-70.552197	7.259973	0.600576
-71.450471	-41.964116	0.605581
-72.737973	23.051436	0.610586
-73.741179	-20.925728	0.615590
-74.976256	-16.753496	0.620595
-75.994566	-42.571771	0.625600
-76.614412	-11.218117	0.630605
-77.490907	-38.111169	0.635610
-78.800980	-14.156422	0.640614
-80.020630	2.175841	0.645619
-80.875693	-10.015950	0.650624
-81.577322	-34.900293	0.655629
-82.643716	-16.426824	0.660634
-84.119483	-3.115909	0.665638
-84.623316	-2.458220	0.670643
-85.799942	48.413310	0.675648
-86.953288	31.021769	0.680653
-88.071868	24.079912	0.685658
-88.891191	-34.303791	0.690662
-89.825077	-18.405377	0.695667
-90.189239	-50.919674	0.700672
-91.431771	-36.709554	0.705677
-93.182673	-11.692617	0.710682
-93.986365	-9.142986	0.715686
-94.833258	29.490634	0.720691
-95.929162	-11.736707	0.725696
-97.032185	-17.192814	0.730701
-97.829385	-11.187480	0.735706
-98.892465	3.964935	0.740710
-99.822201	-12.386289	0.745715
-101.291094	12.373491	0.750720
-101.982450	-28.914002	0.755725
-103.361402	-17.877952	0.760730
-104.026437	-10.187900	0.765734
-104.811278	-20.448634	0.770739
-105.890099	0.422066	0.775744
-107.097215	-68.042353	0.780749
-107.785932	-57.838691	0.785754
-108.877086	-64.275906	0.790758
-109.984442	-27.509591	0.795763
-110.961017	5.755156	0.800768
-112.085845	-34.748228	0.805773
-113.049876	19.071562	0.810778
-113.887457	-59.639553	0.815782
-115.113061	-17.245923	0.820787
-115.948230	-4.525073	0.825792
-116.988731	-33.931366	0.830797
-118.126176	-52.317710	0.835802
-118.977169	-10.036926	0.840806
-119.850540	-68.740536	0.845811
-120.801248	-45.469650	0.850816
-121.973049	39.327497	0.855821
-122.904567	-6.377276	0.860826
-123.981689	-24.082211	0.865830
-124.894279	-28.511933	0.870835
-126.036402	4.858418	0.875840
-127.023150	32.526454	0.880845
-128.110126	12.619795	0.885850
-129.030024	-36.596740	0.890854
-130.185201	-41.609217	0.895859
-131.024323	-45.424555	0.900864
-131.991546	-34.050099	0.905869
-133.167188	8.915790	0.910874
-134.175341	-8.361167	0.915878
-134.974975	-71.875248	0.920883
-135.922268	-85.213525	0.925888
-137.132786	-27.239484	0.930893
-138.064237	-17.079700	0.935898
-138.982765	18.470987	0.940902
-139.982481	-21.297370	0.945907
-141.019718	-31.272964	0.950912
-142.008149	-38.508634	0.955917
-142.916998	-18.935003	0.960922
-143.999249	-26.502572	0.965926
-145.188264	-0.169944	0.970931
-146.069907	5.124688	0.975936
-146.940141	-59.180073	0.980941
-147.997637	11.772458	0.985946
-148.962081	-60.368616	0.990950
-149.758202	8.867672	0.995955
-150.785620	-42.254625	1.000960
-151.904725	-8.691415	1.005965
-152.872727	-46.340429	1.010970
-153.967667	-38.255657	1.015974
-155.114816	-5.234283	1.020979
-156.259063	3.405758	1.025984
-157.018045	-12.200547	1.030989
-158.135568	-27.912246	1.035994
-158.972182	52.037076	1.040998
-160.198978	-38.144851	1.046003
-161.193676	-53.897656	1.051008
-161.978187	-56.941857	1.056013
-163.159920	-62.083045	1.061018
-164.092487	-27.667719	1.066022
-164.919237	18.914950	1.071027
-166.191108	16.046556	1.076032
-167.284829	32.349701	1.081037
-167.988042	-49.012073	1.086042
-169.037376	-78.014120	1.091046
-170.120853	24.919796	1.096051
-171.005429	-40.181901	1.101056
-171.985694	-1.591076	1.106061
-173.293578	62.216698	1.111066
-174.199279	2.120837	1.116070
-175.002923	-57.532959	1.121075
-175.981938	-7.015478	1.126080
-177.056377	3.969171	1.131085
-178.261580	18.668490	1.136090
-179.071259	-38.176939	1.141094
-179.964536	-19.322488	1.146099
-180.920718	-13.927558	1.151104
-182.097297	-30.934806	1.156109
-182.994438	24.027997	1.161114
-184.237078	46.069076	1.166118
-185.306257	39.487089	1.171123
-186.275545	13.239515	1.176128
-187.055876	25.817008	1.181133
-188.231636	10.701290	1.186138
-189.384293	-30.055360	1.191142
-190.040781	-16.103670	1.196147
-190.839506	-67.703204	1.201152
-192.203905	-8.073621	1.206157
-193.321911	11.996323	1.211162
-194.055402	-26.031772	1.216166
-194.836539	32.550520	1.221171
-196.169709	-53.536163	1.226176
-197.467028	-11.406189	1.231181
-198.146274	-15.713320	1.236186
-199.160209	50.251152	1.241190
-200.441752	-9.731068	1.246195
-201.039576	-42.292057	1.251200
-202.235815	-43.556858	1.256205
-203.014792	-13.703069	1.261210
-204.248779	-58.955067	1.266214
-205.276334	20.945510	1.271219
-206.265721	-20.905638	1.276224
-207.123925	-56.386121	1.281229
-208.205114	-6.773889	1.286234
-209.141074	-17.985794	1.291238
-210.004216	47.301736	1.296243
-211.182742	-35.579330	1.301248
-211.893104	-30.241608	1.306253
-213.408292	-52.434643	1.311258
-214.295333	-66.318920	1.316262
-215.415354	-22.331459	1.321267
-215.620512	6.252570	1.326272
-216.667323	-3.305968	1.331277
-218.056898	-45.899810	1.336282
-219.019011	6.529059	1.341286
-219.932205	-27.116344	1.346291
-221.233531	17.458215	1.351296
-222.233350	-38.897257	1.356301
-223.465112	15.714316	1.361306
-224.297904	-82.053439	1.366310
-225.113916	-39.784072	1.371315
-226.053164	34.975426	1.376320
-227.408865	1.303004	1.381325
-228.424084	8.471950	1.386330
-229.227153	-48.187471	1.391334
-230.249280	10.325333	1.396339
-231.336353	-34.812918	1.401344
-232.377421	27.602637	1.406349
-233.313653	-48.919825	1.411354
-234.745709	-33.229552	1.416358
-235.187190	-16.956901	1.421363
-236.504345	35.039930	1.426368
-237.376707	26.437792	1.431373
-238.336687	25.319484	1.436378
-239.358717	31.037476	1.441382
-240.271690	-20.949567	1.446387
-241.367900	-4.144083	1.451392
-242.347218	-20.703448	1.456397
-243.055071	3.463796	1.461402
-244.260391	-9.110887	1.466406
-245.154011	10.019607	1.471411
-246.287681	-4.132627	1.476416
-247.479756	-27.373422	1.481421
-248.257542	-20.584711	1.486426
-249.527182	-60.675227	1.491430
-250.398695	7.997784	1.496435
-251.469608	-18.929417	1.501440
-252.081046	-29.072289	1.506445
-253.396385	-38.102027	1.511450
-254.459442	-4.970529	1.516454
-255.531362	16.888389	1.521459
-256.561013	-20.087910	1.526464
-257.271924	-2.885409	1.531469
-258.603633	-38.507481	1.536474
-259.461253	49.241823	1.541478
-260.482624	-33.841929	1.546483
-261.251686	21.604363	1.551488
-262.567471	-64.625341	1.556493
-263.272068	-43.779206	1.561498
-264.125051	38.894503	1.566502
-265.480901	9.156352	1.571507
-266.382037	-18.454147	1.576512
-267.650570	-42.095102	1.581517
-268.324556	35.970732	1.586522
-269.283388	-9.385755	1.591526
-270.134101	-20.287685	1.596531
-271.270943	-3.881845	1.601536
-272.686195	-55.913046	1.606541
-273.325096	-36.579797	1.611546
-274.345432	-0.280315	1.616550
-275.306669	-20.378588	1.621555
-276.155643	-50.274141	1.626560
-277.336402	-65.500309	1.631565
-278.375188	-25.786936	1.636570
-279.516389	0.943839	1.641574
-280.303543	56.972659	1.646579
-281.182280	12.691820	1.651584
-282.509786	-11.054559	1.656589
-282.958347	-76.289283	1.661594
-284.328649	-41.864383	1.666598
-285.498936	26.570808	1.671603
-286.331226	-37.520428	1.676608
-287.241080	-48.427470	1.681613
-288.600035	-67.427444	1.686618
-289.547818	-37.466618	1.691622
-290.317589	-48.132512	1.696627
-291.366427	-31.305098	1.701632
-292.577313	-12.669291	1.706637
-293.504661	-0.054588	1.711642
-294.682360	25.335479	1.716646
-295.257863	-16.240639	1.721651
-296.477016	-31.892315	1.726656
-297.652391	-59.185022	1.731661
-298.383751	-8.086184	1.736666
-299.741904	6.677723	1.741670
-300.301450	-16.912890	1.746675
-301.688665	-18.651683	1.751680
-302.675384	38.985149	1.756685
-303.618061	45.065219	1.761690
-304.490222	37.503188	1.766694
-305.168296	-70.839947	1.771699
-306.238041	-1.411180	1.776704
-307.148232	-15.512777	1.781709
-308.308968	-23.153275	1.786714
-309.529829	-28.643746	1.791718
-310.906145	31.704763	1.796723
-311.629450	4.084876	1.801728
-312.448130	1.929749	1.806733
-313.605037	-13.792841	1.811738
-314.502502	-2.290579	1.816742
-315.687197	10.272832	1.821747
-316.713517	5.280852	1.826752
-317.693761	33.586520	1.831757
-318.685026	10.804918	1.836762
-319.586916	69.553502	1.841766
-320.800130	-27.284325	1.846771
-321.677814	-53.461594	1.851776
-322.623420	-33.185796	1.856781
-323.879035	-28.716947	1.861786
-324.671695	2.457360	1.866790
-325.316396	-27.819792	1.871795
-326.380064	-28.050901	1.876800
-327.741437	-24.736706	1.881805
-328.422111	-42.711370	1.886810
-329.111885	-53.203510	1.891814
-330.226741	51.032055	1.896819
-330.961966	-14.494788	1.901824
-332.220231	35.365513	1.906829
-333.171742	-12.799417	1.911834
-334.226494	-38.591427	1.916838
-335.081496	3.967119	1.921843
-336.295887	-14.605027	1.926848
-337.248213	9.469244	1.931853
-338.022850	-20.062631	1.936858
-339.019877	-62.386410	1.941862
-340.127598	-21.271467	1.946867
-341.507234	-6.500070	1.951872
-342.393147	23.039376	1.956877
-343.478370	-10.898386	1.961882
-344.455812	26.715065	1.966886
-345.590237	-11.866731	1.971891
-346.632714	18.902995	1.976896
-347.423888	2.631770	1.981901
-348.481620	20.051339	1.986906
-349.498397	-30.434341	1.991910
-350.650084	-20.688192	1.996915
-351.389166	-19.587448	2.001920
-352.375336	-55.212110	2.006925
-353.452397	-14.884150	2.011930
-354.786141	24.465220	2.016934
-355.652109	7.028958	2.021939
-356.523418	29.835803	2.026944
-357.518411	33.139864	2.031949
-358.503539	9.679891	2.036954
-359.449453	-46.780496	2.041958
-360.316525	6.995112	2.046963
-361.546179	-41.426914	2.051968
-362.777177	-26.342008	2.056973
-363.587392	27.615012	2.061978
-364.592085	-0.348575	2.066982
-365.437219	-18.330490	2.071987
-366.562794	-26.658976	2.076992
-367.852409	45.775737	2.081997
-368.590234	44.433080	2.087002
-369.888351	-79.324216	2.092006
-370.780780	14.676060	2.097011
-371.535464	-3.486579	2.102016
-372.676253	6.556729	2.107021
-373.707392	-35.329463	2.112026
-374.640768	10.625716	2.117030
-375.796209	76.575876	2.122035
-376.958966	-14.114501	2.127040
-377.954132	58.371682	2.132045
-378.723788	-53.774038	2.137050
-379.802839	34.175230	2.142054
-380.861035	-1.212164	2.147059
-381.465187	4.679308	2.152064
-382.643648	-35.453444	2.157069
-383.916622	-14.039982	2.162074
-385.193878	41.164107	2.167078
-385.570412	-29.168614	2.172083
-386.549944	-16.059875	2.177088
-387.888908	20.785766	2.182093
-388.425001	-17.220109	2.187098
-389.586509	-27.240238	2.192102
-390.435561	-23.270959	2.197107
-391.844100	2.685838	2.202112
-392.787260	-21.852930	2.207117
-393.657081	5.250778	2.212122
-394.575677	-20.185758	2.217126
-395.867679	31.916281	2.222131
-396.817218	-77.700614	2.227136
-397.774034	-52.697536	2.232141
-398.701588	32.056236	2.237146
-399.961613	7.887107	2.242150
-400.792274	10.058690	2.247155
-401.621199	-21.308837	2.252160
-403.067671	19.456846	2.257165
-403.742894	-0.812092	2.262170
-404.411043	-11.799845	2.267174
-405.620945	-4.539474	2.272179
-406.890671	-36.184694	2.277184
-407.602962	-0.714837	2.282189
-408.404260	36.163141	2.287194
-409.630398	-16.168638	2.292198
-410.290839	-47.492513	2.297203
-411.783599	12.031235	2.302208
-413.059926	-71.391515	2.307213
-414.364898	24.601858	2.312218
-415.022259	-40.374343	2.317222
-415.891059	-65.376434	2.322227
-417.103616	14.950439	2.327232
-417.737073	-40.975745	2.332237
-418.840836	-80.168593	2.337242
