Mon Apr 28 15:26:44 2025


Number of Points = 16392

Depth (nm)	Load (µN)	Time (s)
25.207403	1909.451045	0.000000
24.927902	1906.738589	0.005005
25.019805	1906.033103	0.010010
25.121381	1832.043157	0.015014
24.950335	1870.527228	0.020019
24.698200	1775.731391	0.025024
24.943653	1832.256816	0.030029
24.682706	1798.040778	0.035034
24.689815	1864.618121	0.040038
23.920689	1747.366456	0.045043
24.095528	1709.485728	0.050048
23.713654	1705.779830	0.055053
23.260854	1686.223489	0.060058
22.934640	1761.781185	0.065062
22.688329	1602.949687	0.070067
22.203499	1614.913700	0.075072
21.612599	1554.634858	0.080077
21.464653	1513.265613	0.085082
21.279793	1458.816277	0.090086
20.448516	1450.210168	0.095091
19.983585	1316.873790	0.100096
19.360930	1387.892700	0.105101
18.869401	1231.650960	0.110106
18.184681	1259.604631	0.115110
17.405758	1229.407262	0.120115
17.006978	1042.679586	0.125120
16.215450	1086.667095	0.130125
15.547012	1011.569412	0.135130
15.103909	912.142662	0.140134
14.061390	922.486843	0.145139
13.326736	923.282790	0.150144
12.679996	797.664764	0.155149
11.774369	848.755459	0.160154
11.254631	677.130100	0.165158
10.428906	669.850502	0.170163
9.446308	462.274159	0.175168
8.735067	420.617547	0.180173
7.692890	383.793621	0.185178
7.121418	379.812509	0.190182
6.114588	352.272682	0.195187
5.136087	311.118209	0.200192
4.082203	331.337892	0.205197
3.379668	160.403789	0.210202
2.120631	241.914822	0.215206
1.286736	200.750292	0.220211
0.606738	151.479513	0.225216
-0.532275	48.278499	0.230221
-1.847528	42.877553	0.235226
-2.458087	156.908559	0.240230
-3.651798	-105.025331	0.245235
-5.381116	5.729735	0.250240
-6.359157	-158.345480	0.255245
-7.352302	27.933110	0.260250
-8.859490	13.325241	0.265254
-9.682012	11.907858	0.270259
-11.004714	-122.049580	0.275264
-12.264792	211.281284	0.280269
-13.087892	-78.424507	0.285274
-14.622303	56.933309	0.290278
-15.957142	-70.318067	0.295283
-16.773420	-7.207382	0.300288
-18.069911	-74.964728	0.305293
-19.075560	-39.252045	0.310298
-20.150497	46.782452	0.315302
-21.365887	-59.211349	0.320307
-22.536427	58.261761	0.325312
-23.448767	-8.758581	0.330317
-24.580104	66.445698	0.335322
-25.578106	-49.542097	0.340326
-26.594760	-13.612733	0.345331
-27.775379	57.824480	0.350336
-28.429841	22.889916	0.355341
-29.573624	9.615020	0.360346
-30.782936	-93.687101	0.365350
-31.843033	-34.241485	0.370355
-32.711087	61.095288	0.375360
-34.129248	-31.790031	0.380365
-35.678095	-56.130442	0.385370
-36.075021	-38.383562	0.390374
-37.011429	-81.254779	0.395379
-37.933616	88.163690	0.400384
-39.061510	1.846874	0.405389
-40.166502	152.096399	0.410394
-41.753433	-31.897543	0.415398
-42.732880	70.416523	0.420403
-43.568854	-61.397204	0.425408
-44.343762	-61.677709	0.430413
-45.671756	87.016623	0.435418
-46.520474	18.509470	0.440422
-47.704079	47.165591	0.445427
-48.250389	-59.375407	0.450432
-49.494580	72.829722	0.455437
-50.953299	5.539454	0.460442
-51.726269	-71.498781	0.465446
-52.724977	-20.629798	0.470451
-53.557597	-13.637628	0.475456
-54.541938	-37.776604	0.480461
-55.755131	11.610090	0.485466
-56.831319	-65.703523	0.490470
-57.445914	5.483434	0.495475
-59.038030	14.280684	0.500480
-59.723596	16.563854	0.505485
-60.802341	-42.608846	0.510490
-61.857255	-22.727193	0.515494
-62.892523	-42.978203	0.520499
-63.983260	-9.053663	0.525504
-64.939303	-50.941166	0.530509
-65.929381	53.606300	0.535514
-66.830096	20.169075	0.540518
-67.831234	-81.986667	0.545523
-68.784196	-9.246959	0.550528
-69.688286	19.141201	0.555533
-71.015627	196.587265	0.560538
-72.095801	11.423067	0.565542
-72.962940	14.981620	0.570547
-74.035079	31.010538	0.575552
-75.161833	108.568791	0.580557
-75.810308	37.101433	0.585562
-77.018316	73.432747	0.590566
-78.059518	51.141647	0.595571
-78.997672	8.308572	0.600576
-80.252317	-12.759171	0.605581
-80.996830	23.794310	0.610586
-82.321506	83.440819	0.615590
-82.811813	-8.611734	0.620595
-83.945291	-7.457902	0.625600
-85.123553	99.620142	0.630605
-85.986808	25.330126	0.635610
-87.024644	28.356488	0.640614
-87.967824	19.400051	0.645619
-89.006371	21.562243	0.650624
-90.040782	-43.788637	0.655629
-91.007677	10.477501	0.660634
-92.255594	24.359857	0.665638
-93.449745	7.230862	0.670643
-94.042603	-36.004635	0.675648
-94.760148	69.667817	0.680653
-95.931480	17.816939	0.685658
-96.940526	-66.734674	0.690662
-97.999279	-74.212051	0.695667
-98.904377	-23.135957	0.700672
-100.001227	56.504374	0.705677
-101.243418	24.771471	0.710682
-102.128403	-16.199926	0.715686
-102.828207	24.046973	0.720691
-104.076551	-18.607965	0.725696
-105.119317	13.997964	0.730701
-105.884311	-47.207769	0.735706
-107.016404	74.524785	0.740710
-108.219568	-43.436603	0.745715
-108.885565	31.049772	0.750720
-110.291308	25.904827	0.755725
-111.043472	-20.710438	0.760730
-112.223125	40.992631	0.765734
-113.233580	70.681532	0.770739
-114.296232	-0.259905	0.775744
-115.103030	-31.886427	0.780749
-116.362499	-24.915448	0.785754
-117.028991	-64.919325	0.790758
-118.156220	-16.087149	0.795763
-119.004638	-23.045392	0.800768
-120.131796	-5.382035	0.805773
-121.253521	44.663653	0.810778
-122.378650	9.835307	0.815782
-123.004548	-57.179182	0.820787
-124.281111	52.299017	0.825792
-125.291195	-62.719512	0.830797
-126.135320	-95.060129	0.835802
-127.014503	60.788983	0.840806
-128.738551	28.664741	0.845811
-129.306267	-30.689621	0.850816
-130.324606	49.438359	0.855821
-131.299872	-22.033000	0.860826
-131.980818	2.347629	0.865830
-133.394361	-9.772525	0.870835
-134.297893	21.697432	0.875840
-135.023257	-30.827158	0.880845
-136.365485	38.571756	0.885850
-137.392286	-50.070395	0.890854
-138.263340	31.311571	0.895859
-139.247481	82.865220	0.900864
-140.551507	-8.090498	0.905869
-141.242115	-52.571237	0.910874
-142.408677	39.770231	0.915878
-143.204043	43.643443	0.920883
-144.422693	24.192630	0.925888
-145.132130	40.690330	0.930893
-146.278246	-19.499488	0.935898
-147.179525	-20.627277	0.940902
-148.111059	62.152925	0.945907
-149.145153	24.939275	0.950912
-150.105024	-25.039556	0.955917
-151.152787	33.738508	0.960922
-151.917260	-29.434127	0.965926
-153.135354	-76.195272	0.970931
-154.486080	2.764988	0.975936
-155.183020	-12.110765	0.980941
-156.216083	77.843958	0.985946
-157.270073	-2.859226	0.990950
-158.149329	85.090206	0.995955
-159.550766	-1.122694	1.000960
-160.411594	26.737731	1.005965
-161.251871	46.122650	1.010970
