Tue Apr 15 15:41:07 2025


Number of Points = 16398

Depth (nm)	Load (µN)	Time (s)
-20.209649	1922.125316	0.000000
-20.309213	1997.894516	0.005005
-20.225393	1995.671069	0.010010
-19.888272	2024.112117	0.015014
-20.459338	2011.847958	0.020019
-20.166294	1971.972309	0.025024
-20.902615	1941.437860	0.030029
-20.981777	1936.452100	0.035034
-20.968217	1878.588288	0.040038
-21.079471	1923.218540	0.045043
-21.316860	1895.917139	0.050048
-21.885647	1800.945646	0.055053
-21.913183	1789.421415	0.060058
-22.725817	1801.633244	0.065062
-22.984903	1805.062315	0.070067
-23.337324	1718.412165	0.075072
-24.048781	1708.247542	0.080077
-24.206194	1635.977713	0.085082
-24.761545	1658.537048	0.090086
-25.278052	1595.198387	0.095091
-25.561179	1500.471541	0.100096
-26.452317	1500.536580	0.105101
-27.103843	1451.337152	0.110106
-27.578935	1434.986084	0.115110
-28.140250	1322.202908	0.120115
-28.757762	1257.040059	0.125120
-29.502825	1227.354499	0.130125
-30.133471	1109.707717	0.135130
-30.869863	1086.121356	0.140134
-31.699771	1090.709656	0.145139
-32.232278	967.110796	0.150144
-33.233729	984.616729	0.155149
-33.805575	934.760064	0.160154
-34.361786	869.584404	0.165158
-35.368595	831.431231	0.170163
-36.101366	794.851939	0.175168
-36.835273	659.963075	0.180173
-37.817223	598.527943	0.185178
-38.801391	610.996298	0.190182
-39.634558	580.277059	0.195187
-40.477721	548.115553	0.200192
-41.385220	456.191540	0.205197
-42.243287	451.182880	0.210202
-43.314243	392.468915	0.215206
-44.167035	321.191637	0.220211
-44.985302	246.085746	0.225216
-46.118844	281.633144	0.230221
-47.199086	194.129517	0.235226
-48.167027	181.779173	0.240230
-49.368809	129.874338	0.245235
-50.381283	85.109810	0.250240
-51.554307	114.105400	0.255245
-52.642780	28.689170	0.260250
-53.746142	138.383640	0.265254
-55.226992	131.591673	0.270259
-56.313175	120.694950	0.275264
-57.697972	94.283571	0.280269
-59.018500	119.066443	0.285274
-60.025513	97.436028	0.290278
-61.244694	31.857301	0.295283
-62.587636	47.379470	0.300288
-63.654758	139.527072	0.305293
-64.587656	90.186637	0.310298
-65.939988	98.940822	0.315302
-66.738056	138.256738	0.320307
-68.007693	81.818837	0.325312
-69.371708	92.341676	0.330317
-70.482830	61.884570	0.335322
-71.256298	78.406875	0.340326
-72.459102	57.686372	0.345331
-73.508998	62.153638	0.350336
-74.296872	139.840264	0.355341
-75.533481	108.742638	0.360346
-76.654084	95.761037	0.365350
-77.623141	88.605422	0.370355
-78.807813	131.134861	0.375360
