Wed Apr 16 10:49:27 2025


Number of Points = 16390

Depth (nm)	Load (µN)	Time (s)
25.958309	1990.676306	0.000000
26.318442	2005.410327	0.005005
26.181616	1930.800064	0.010010
25.824456	1978.090240	0.015014
25.754975	1990.068415	0.020019
25.668693	1971.625497	0.025024
25.866055	1890.368669	0.030029
25.597443	1937.793472	0.035034
25.197552	1853.752643	0.040038
25.093283	1846.244186	0.045043
24.721531	1824.273897	0.050048
24.619124	1835.154516	0.055053
24.055476	1774.525356	0.060058
23.779240	1707.364696	0.065062
23.590646	1646.335559	0.070067
22.623013	1588.682736	0.075072
22.833571	1566.152891	0.080077
22.295992	1547.433819	0.085082
21.325616	1499.170862	0.090086
21.275325	1408.774602	0.095091
20.458393	1399.426352	0.100096
20.176107	1341.131718	0.105101
19.660561	1269.341401	0.110106
19.250762	1164.226007	0.115110
18.344299	1152.264901	0.120115
17.724329	1104.918475	0.125120
17.205014	1020.436938	0.130125
16.540975	977.047928	0.135130
15.562004	888.018191	0.140134
15.069981	782.261085	0.145139
14.642284	751.127839	0.150144
13.435284	700.169009	0.155149
12.524203	681.556462	0.160154
11.850523	577.447683	0.165158
11.370056	513.879342	0.170163
10.566511	478.309052	0.175168
9.900334	408.497185	0.180173
8.790602	368.092074	0.185178
7.897905	255.260670	0.190182
7.346328	214.403806	0.195187
6.267405	144.204033	0.200192
5.404988	176.647864	0.205197
4.696787	81.076970	0.210202
3.103289	54.231813	0.215206
2.289952	-8.997929	0.220211
1.017586	-18.914755	0.225216
-0.215794	22.214423	0.230221
-1.489956	39.611093	0.235226
-2.736687	-42.864485	0.240230
-4.119690	50.672237	0.245235
-5.239555	-25.159270	0.250240
-6.704012	-7.539637	0.255245
-8.077123	-53.662226	0.260250
-8.799201	-1.792342	0.265254
-10.106671	-23.551928	0.270259
-11.217552	4.194986	0.275264
-12.288973	3.752836	0.280269
-13.502278	-17.172854	0.285274
-14.891741	-63.697010	0.290278
-15.912015	49.690047	0.295283
-17.155365	-23.060566	0.300288
-18.244947	9.736652	0.305293
-18.895935	0.036239	0.310298
-20.251479	-31.753235	0.315302
-21.537667	-30.775458	0.320307
-22.187658	-5.233562	0.325312
-23.409890	-26.913659	0.330317
-24.723186	38.718655	0.335322
-25.354481	4.233874	0.340326
-26.742339	-33.753934	0.345331
-27.885734	16.759904	0.350336
-28.778635	-5.306126	0.355341
-29.969495	-31.546175	0.360346
-31.356419	-40.556570	0.365350
-31.796739	6.354906	0.370355
-33.260934	-23.021788	0.375360
-34.169282	2.739664	0.380365
-35.639962	57.043655	0.385370
-35.978207	-35.902366	0.390374
-37.486361	-9.062206	0.395379
