Mon Apr 14 17:13:50 2025

Number of Points = 16359
Depth (nm)	Load (µN)	Time (s)	Depth (V)	Load (V)
49.025613	9593.180196	12.070439	1.528356	0.079507
49.185716	9432.256983	12.075443	1.528348	0.079381
49.098886	9636.118108	12.080448	1.528345	0.079540
49.071989	9591.440594	12.085453	1.528352	0.079505
49.094252	9665.629781	12.090458	1.528344	0.079563
49.237847	9596.752704	12.095463	1.528331	0.079509
49.406952	9552.386331	12.100467	1.528313	0.079475
49.284301	9400.451350	12.105472	1.528340	0.079356
49.398268	9646.861625	12.110477	1.528308	0.079548
49.712763	9581.846874	12.115482	1.528273	0.079498
50.019324	9657.538649	12.120487	1.528229	0.079557
49.809981	9736.330052	12.125491	1.528251	0.079618
49.900090	9600.761436	12.130496	1.528249	0.079513
49.980281	9636.090526	12.135501	1.528237	0.079540
49.808386	9695.533447	12.140506	1.528255	0.079586
50.276306	9659.512750	12.145511	1.528198	0.079559
50.106552	9690.692693	12.150515	1.528218	0.079583
50.414638	9852.235968	12.155520	1.528167	0.079709
50.371536	9825.941762	12.160525	1.528175	0.079688
50.504916	9904.138995	12.165530	1.528153	0.079749
50.327998	9746.735805	12.170535	1.528187	0.079627
50.789116	9718.660765	12.175539	1.528131	0.079605
50.747977	9863.818634	12.180544	1.528126	0.079718
50.950740	9698.447424	12.185549	1.528112	0.079589
51.126237	9768.749377	12.190554	1.528085	0.079644
51.319179	9809.550164	12.195559	1.528058	0.079676
51.422705	9769.223630	12.200563	1.528048	0.079644
51.442921	10028.808413	12.205568	1.528028	0.079847
51.843214	9940.747186	12.210573	1.527983	0.079778
52.074893	9924.415527	12.215578	1.527955	0.079765
52.021271	9941.617227	12.220583	1.527961	0.079779
51.938421	10071.779478	12.225587	1.527963	0.079880
51.738380	9991.853033	12.230592	1.527995	0.079818
52.185500	9909.491672	12.235597	1.527943	0.079754
52.229895	10016.557163	12.240602	1.527931	0.079837
52.244598	10139.945985	12.245607	1.527921	0.079933
52.301519	10080.228851	12.250611	1.527918	0.079887
52.277429	10030.441485	12.255616	1.527925	0.079848
52.370092	10180.465197	12.260621	1.527903	0.079965
52.548604	10012.664378	12.265626	1.527892	0.079834
52.842129	10240.593987	12.270631	1.527839	0.080012
52.920535	10203.849226	12.275635	1.527832	0.079983
52.907877	10268.424507	12.280640	1.527830	0.080034
52.769267	10052.426986	12.285645	1.527863	0.079865
52.896078	10231.203450	12.290650	1.527835	0.080005
53.078638	10186.762422	12.295655	1.527815	0.079970
53.148647	10120.975114	12.300659	1.527811	0.079919
53.131215	10404.708514	12.305664	1.527793	0.080140
53.075584	10290.410542	12.310669	1.527809	0.080051
53.602406	10295.790709	12.315674	1.527742	0.080055
53.391998	10358.772510	12.320679	1.527765	0.080104
53.688258	10320.303229	12.325683	1.527730	0.080074
53.602596	10395.757510	12.330688	1.527736	0.080133
53.630000	10385.276844	12.335693	1.527734	0.080125
53.748506	10288.918671	12.340698	1.527726	0.080050
53.462397	10298.998391	12.345703	1.527762	0.080058
54.050303	10308.533766	12.350707	1.527686	0.080065
54.099483	10411.336792	12.355712	1.527673	0.080145
54.335660	10555.231411	12.360717	1.527633	0.080258
54.736678	10399.417050	12.365722	1.527593	0.080136
54.230018	10458.208663	12.370727	1.527655	0.080182
54.435426	10449.778953	12.375731	1.527629	0.080175
54.551221	10489.072818	12.380736	1.527612	0.080206
54.527896	10530.947814	12.385741	1.527613	0.080239
54.915028	10546.615242	12.390746	1.527562	0.080251
54.869906	10714.528966	12.395751	1.527557	0.080382
54.884404	10548.048535	12.400755	1.527567	0.080252
54.733690	10464.823814	12.405760	1.527593	0.080187
54.868536	10489.419461	12.410765	1.527574	0.080206
55.354750	10581.957242	12.415770	1.527506	0.080279
55.366586	10610.862793	12.420775	1.527503	0.080301
55.797032	10798.157918	12.425779	1.527435	0.080447
55.428865	10764.651583	12.430784	1.527485	0.080421
55.465335	10536.065130	12.435789	1.527496	0.080243
55.777814	10634.300513	12.440794	1.527450	0.080320
55.758213	10678.265403	12.445799	1.527450	0.080354
55.811902	10677.604062	12.450803	1.527443	0.080353
55.914118	10666.259795	12.455808	1.527431	0.080344
56.226336	10749.465686	12.460813	1.527386	0.080409
56.439775	10690.997331	12.465818	1.527363	0.080364
56.318655	11014.818265	12.470823	1.527356	0.080616
56.682987	10781.707823	12.475827	1.527327	0.080435
56.929973	10742.014499	12.480832	1.527298	0.080404
56.779999	10985.353919	12.485837	1.527301	0.080593
56.872877	10751.694642	12.490842	1.527306	0.080411
56.845952	10928.624754	12.495847	1.527297	0.080549
56.928569	10857.641375	12.500851	1.527292	0.080494
57.203588	10891.061798	12.505856	1.527255	0.080520
57.213414	10908.111961	12.510861	1.527253	0.080533
57.406403	11002.050243	12.515866	1.527222	0.080607
57.638410	10838.926365	12.520871	1.527204	0.080479
57.665816	11098.766453	12.525875	1.527183	0.080682
57.743930	11000.521434	12.530880	1.527180	0.080605
57.718052	11086.919925	12.535885	1.527178	0.080673
57.916693	11002.188295	12.540890	1.527159	0.080607
58.009429	11154.328742	12.545895	1.527136	0.080725
58.064183	11111.849635	12.550899	1.527133	0.080692
57.992667	11130.554378	12.555904	1.527141	0.080707
58.182083	11029.361645	12.560909	1.527124	0.080628
58.337886	11215.292388	12.565914	1.527092	0.080773
58.310372	11116.324109	12.570919	1.527103	0.080696
58.498542	11296.585818	12.575923	1.527066	0.080836
58.333567	11265.853881	12.580928	1.527090	0.080812
58.434914	10996.850620	12.585933	1.527096	0.080603
58.344467	11298.142285	12.590938	1.527087	0.080837
58.369142	11215.075895	12.595943	1.527090	0.080773
58.453995	11202.071858	12.600947	1.527081	0.080763
58.668098	11266.494259	12.605952	1.527049	0.080813
58.659123	11122.741179	12.610957	1.527061	0.080701
59.050865	11271.891921	12.615962	1.527001	0.080817
59.003208	11369.084979	12.620967	1.527000	0.080893
58.961288	11267.503965	12.625971	1.527013	0.080814
59.298708	11378.048386	12.630976	1.526963	0.080900
59.389972	11337.879316	12.635981	1.526954	0.080869
59.413699	11351.813977	12.640986	1.526951	0.080880
59.473816	11408.161825	12.645991	1.526940	0.080923
59.419450	11276.028979	12.650995	1.526956	0.080821
59.609875	11325.898295	12.656000	1.526929	0.080859
59.684859	11554.640614	12.661005	1.526904	0.081038
59.751950	11494.164797	12.666010	1.526900	0.080991
59.835661	11545.284249	12.671015	1.526886	0.081030
59.916794	11443.768285	12.676019	1.526883	0.080951
59.925248	11443.372217	12.681024	1.526882	0.080951
60.131826	11461.660200	12.686029	1.526855	0.080965
60.145212	11390.253294	12.691034	1.526859	0.080910
60.416502	11689.741394	12.696039	1.526803	0.081143
60.468078	11520.091967	12.701043	1.526809	0.081011
60.466862	11543.926100	12.706048	1.526808	0.081030
60.689760	11791.803685	12.711053	1.526762	0.081223
60.823030	11449.244488	12.716058	1.526770	0.080956
60.952893	11717.816691	12.721063	1.526735	0.081165
61.015673	11552.169882	12.726067	1.526739	0.081036
61.022186	11708.199107	12.731072	1.526727	0.081158
60.996406	11705.785976	12.736077	1.526731	0.081156
60.997488	11712.147156	12.741082	1.526731	0.081161
61.106055	11611.716879	12.746087	1.526725	0.081082
61.297768	11657.041647	12.751091	1.526697	0.081118
61.679813	11708.639258	12.756096	1.526645	0.081158
61.525073	11772.289431	12.761101	1.526661	0.081208
61.608286	11866.424310	12.766106	1.526644	0.081281
61.931335	11770.461392	12.771111	1.526610	0.081206
61.738597	11938.652820	12.776115	1.526623	0.081337
61.749853	11775.832058	12.781120	1.526634	0.081211
62.092662	11723.716204	12.786125	1.526594	0.081170
62.351526	11926.165369	12.791130	1.526547	0.081328
62.183654	12093.460911	12.796135	1.526557	0.081458
62.168178	12003.618295	12.801139	1.526566	0.081388
62.339570	11955.157980	12.806144	1.526548	0.081350
62.063885	11924.042049	12.811149	1.526586	0.081326
62.145862	11820.990161	12.816154	1.526583	0.081246
62.805196	11773.959791	12.821159	1.526502	0.081209
63.210223	11943.344302	12.826163	1.526439	0.081341
62.788215	12058.599706	12.831168	1.526485	0.081431
62.977180	12018.077872	12.836173	1.526464	0.081400
63.057234	12124.610492	12.841178	1.526447	0.081483
62.697229	12047.358044	12.846183	1.526499	0.081422
63.235261	12087.930848	12.851187	1.526428	0.081454
63.348635	12043.026537	12.856192	1.526417	0.081419
63.344038	11991.018089	12.861197	1.526421	0.081379
63.736981	12200.111884	12.866202	1.526357	0.081542
63.707437	12226.698194	12.871207	1.526359	0.081562
63.615001	12329.964365	12.876211	1.526364	0.081643
63.503256	12226.792650	12.881216	1.526386	0.081562
63.446609	12085.490087	12.886221	1.526404	0.081452
63.738692	12260.799147	12.891226	1.526354	0.081589
63.680009	12138.710169	12.896231	1.526371	0.081494
63.719614	12216.853180	12.901235	1.526361	0.081555
63.837212	12319.392827	12.906240	1.526339	0.081635
63.768399	12180.265993	12.911245	1.526358	0.081526
64.156247	12347.662423	12.916250	1.526297	0.081657
64.124096	12239.380954	12.921255	1.526309	0.081572
64.552163	12273.823803	12.926259	1.526252	0.081599
64.347595	12372.657142	12.931264	1.526272	0.081676
64.224071	12337.433718	12.936269	1.526291	0.081649
64.444623	12374.668333	12.941274	1.526260	0.081678
64.671346	12267.722639	12.946279	1.526239	0.081595
64.849234	12466.741765	12.951283	1.526203	0.081750
64.756450	12601.662510	12.956288	1.526206	0.081855
64.627042	12355.530821	12.961293	1.526240	0.081663
64.814280	12522.036847	12.966298	1.526205	0.081793
64.835415	12316.868736	12.971303	1.526217	0.081633
65.233039	12450.994785	12.976307	1.526157	0.081737
65.027421	12562.813647	12.981312	1.526176	0.081825
65.296364	12496.558847	12.986317	1.526146	0.081773
65.518653	12428.704410	12.991322	1.526123	0.081720
65.796222	12652.590496	12.996327	1.526072	0.081895
65.568362	12596.534552	13.001331	1.526106	0.081851
65.575931	12608.828864	13.006336	1.526104	0.081861
65.716138	12603.787915	13.011341	1.526087	0.081857
66.061472	12564.853804	13.016346	1.526046	0.081826
65.972118	12576.084403	13.021351	1.526057	0.081835
66.092439	12680.334082	13.026355	1.526035	0.081916
66.392811	12630.076771	13.031360	1.526001	0.081877
66.354316	12652.991638	13.036365	1.526004	0.081895
66.362453	12799.437452	13.041370	1.525993	0.082009
66.532683	12640.088496	13.046375	1.525983	0.081885
66.597395	12761.235336	13.051379	1.525967	0.081980
66.553922	12722.284897	13.056384	1.525976	0.081949
66.667455	12781.260898	13.061389	1.525957	0.081995
66.812205	12730.290769	13.066394	1.525943	0.081956
66.862138	12816.258385	13.071399	1.525931	0.082022
67.165471	12933.483696	13.076403	1.525884	0.082114
67.205754	12808.734956	13.081408	1.525888	0.082017
67.282976	12898.274998	13.086413	1.525872	0.082087
67.363900	12828.168119	13.091418	1.525867	0.082032
67.434167	12859.436636	13.096423	1.525857	0.082056
67.289616	12900.104235	13.101427	1.525873	0.082088
67.688210	12928.347347	13.106432	1.525820	0.082110
67.398018	13001.117565	13.111437	1.525853	0.082167
67.504051	12841.036901	13.116442	1.525851	0.082042
67.786827	12997.861487	13.121447	1.525804	0.082164
67.991235	12966.967861	13.126451	1.525780	0.082140
68.095832	12957.981817	13.131456	1.525768	0.082133
67.768893	12980.102967	13.136461	1.525809	0.082150
68.170703	12907.210653	13.141466	1.525763	0.082094
68.054662	13084.414044	13.146471	1.525766	0.082232
68.395233	13125.085207	13.151475	1.525720	0.082264
68.441463	13164.601178	13.156480	1.525711	0.082294
68.478225	13046.250601	13.161485	1.525715	0.082202
68.424823	13149.457957	13.166490	1.525715	0.082283
68.652320	13114.261669	13.171495	1.525689	0.082255
68.751125	13151.268556	13.176499	1.525674	0.082284
68.741295	13224.009899	13.181504	1.525671	0.082341
68.728850	13190.695537	13.186509	1.525675	0.082315
68.846713	13259.538380	13.191514	1.525656	0.082368
68.919471	13177.687856	13.196519	1.525653	0.082305
69.136252	13186.357576	13.201523	1.525625	0.082311
68.791754	13331.257884	13.206528	1.525659	0.082424
69.050704	13245.526750	13.211533	1.525632	0.082358
69.202747	13281.038818	13.216538	1.525611	0.082385
69.085596	13380.474302	13.221543	1.525619	0.082463
69.089654	13354.829954	13.226547	1.525621	0.082443
69.376706	13362.061689	13.231552	1.525584	0.082448
69.332693	13357.331618	13.236557	1.525590	0.082445
69.468956	13359.479148	13.241562	1.525573	0.082446
69.507005	13349.600763	13.246567	1.525570	0.082439
69.804012	13442.902436	13.251571	1.525525	0.082511
69.730524	13476.247700	13.256576	1.525533	0.082537
69.737985	13395.657438	13.261581	1.525538	0.082475
69.951394	13425.978158	13.266586	1.525509	0.082498
70.278140	13454.132952	13.271591	1.525466	0.082520
69.916280	13426.693135	13.276595	1.525514	0.082499
70.346544	13510.422342	13.281600	1.525454	0.082564
70.380260	13590.425718	13.286605	1.525444	0.082627
70.439457	13442.364077	13.291610	1.525447	0.082511
70.555961	13520.336482	13.296615	1.525427	0.082572
70.647682	13536.986228	13.301619	1.525415	0.082585
70.755033	13587.276559	13.306624	1.525398	0.082624
70.477603	13576.975979	13.311629	1.525435	0.082616
70.939620	13594.117469	13.316634	1.525375	0.082630
70.971546	13652.997615	13.321639	1.525367	0.082675
71.088334	13639.587098	13.326643	1.525353	0.082665
71.022607	13672.116214	13.331648	1.525360	0.082690
71.075308	13693.224142	13.336653	1.525352	0.082707
71.351722	13735.332590	13.341658	1.525314	0.082740
71.156209	13711.281131	13.346663	1.525341	0.082721
71.295315	13794.706623	13.351667	1.525318	0.082786
71.453949	13833.761149	13.356672	1.525296	0.082816
71.320932	13844.574804	13.361677	1.525312	0.082825
71.214951	13764.120605	13.366682	1.525332	0.082762
71.582241	13816.091523	13.371687	1.525282	0.082803
71.765819	13769.901899	13.376691	1.525262	0.082767
71.790327	13855.569187	13.381696	1.525253	0.082833
71.794687	13844.887732	13.386701	1.525254	0.082825
72.004020	13942.477954	13.391706	1.525220	0.082901
72.161879	13889.860273	13.396711	1.525204	0.082860
72.122560	13909.834174	13.401715	1.525208	0.082876
72.306091	13919.141244	13.406720	1.525185	0.082883
72.388427	14076.979177	13.411725	1.525163	0.083006
72.321659	13876.463817	13.416730	1.525187	0.082850
72.460733	13917.841483	13.421735	1.525166	0.082882
72.540775	13836.048551	13.426739	1.525162	0.082818
72.867785	14072.092544	13.431744	1.525104	0.083002
72.846645	13952.628826	13.436749	1.525116	0.082909
72.939052	14107.671298	13.441754	1.525093	0.083030
72.847175	14059.192497	13.446759	1.525109	0.082992
73.138388	13985.756758	13.451763	1.525077	0.082935
72.963809	14105.374945	13.456768	1.525092	0.083028
73.103677	14072.171815	13.461773	1.525077	0.083003
73.344290	14150.581605	13.466778	1.525041	0.083064
73.396896	14149.701379	13.471783	1.525034	0.083063
73.414173	14166.513878	13.476787	1.525031	0.083076
73.520909	14142.575319	13.481792	1.525020	0.083058
73.349648	14109.875222	13.486797	1.525045	0.083032
73.976409	14186.592824	13.491802	1.524959	0.083092
73.907166	14229.943025	13.496807	1.524966	0.083126
74.176776	14280.018870	13.501811	1.524928	0.083165
74.111306	14207.901841	13.506816	1.524942	0.083109
74.188851	14290.235143	13.511821	1.524927	0.083173
74.453329	14212.224307	13.516826	1.524899	0.083112
74.559159	14298.542871	13.521831	1.524879	0.083179
74.417868	14337.684536	13.526835	1.524895	0.083210
74.826728	14489.219729	13.531840	1.524833	0.083328
74.560198	14279.524772	13.536845	1.524882	0.083164
74.664266	14437.759034	13.541850	1.524858	0.083288
74.872597	14355.445975	13.546855	1.524837	0.083224
74.601049	14427.501331	13.551859	1.524868	0.083280
75.117894	14387.136169	13.556864	1.524805	0.083248
74.976849	14359.334418	13.561869	1.524825	0.083227
75.151029	14429.990887	13.566874	1.524798	0.083282
75.247291	14469.430294	13.571879	1.524784	0.083313
75.379484	14430.243496	13.576883	1.524770	0.083282
75.258115	14583.882293	13.581888	1.524775	0.083402
75.250210	14364.985135	13.586893	1.524792	0.083231
75.614501	14597.566786	13.591898	1.524729	0.083413
75.583204	14525.374786	13.596903	1.524739	0.083356
75.830587	14607.014833	13.601907	1.524702	0.083420
75.527868	14622.693301	13.606912	1.524740	0.083432
76.063633	14601.142532	13.611917	1.524673	0.083415
75.822859	14725.845116	13.616922	1.524696	0.083513
76.069072	14505.948698	13.621927	1.524680	0.083341
76.558042	14631.550093	13.626931	1.524609	0.083439
76.299556	14806.185512	13.631936	1.524630	0.083575
76.397394	14627.760822	13.636941	1.524631	0.083436
76.394193	14746.086628	13.641946	1.524623	0.083528
76.369799	14712.322925	13.646951	1.524629	0.083502
76.438789	14643.979438	13.651955	1.524626	0.083449
76.519632	14784.605117	13.656960	1.524606	0.083558
76.492408	14813.617094	13.661965	1.524608	0.083581
76.876537	14804.012320	13.666970	1.524560	0.083574
76.480675	14811.707236	13.671975	1.524610	0.083580
77.036401	14840.327057	13.676979	1.524537	0.083602
76.796894	14820.859460	13.681984	1.524570	0.083587
77.053141	14890.826820	13.686989	1.524533	0.083641
76.800029	14856.198962	13.691994	1.524568	0.083614
76.980215	14882.700905	13.696999	1.524543	0.083635
77.570636	14837.163923	13.702003	1.524471	0.083600
77.399466	14848.604255	13.707008	1.524493	0.083609
77.507255	15039.988866	13.712013	1.524466	0.083758
77.292139	14996.119142	13.717018	1.524497	0.083723
77.482350	14984.449269	13.722023	1.524474	0.083714
77.466432	15105.949529	13.727027	1.524468	0.083809
77.655494	14905.740662	13.732032	1.524458	0.083653
78.029986	15104.301148	13.737037	1.524397	0.083808
77.961894	15083.487065	13.742042	1.524407	0.083792
77.867369	15061.967915	13.747047	1.524421	0.083775
77.961310	15152.188498	13.752051	1.524403	0.083845
77.814062	15091.315559	13.757056	1.524427	0.083798
77.999320	15057.620047	13.762061	1.524406	0.083772
78.085492	14982.419936	13.767066	1.524401	0.083713
78.162019	15119.818518	13.772071	1.524382	0.083820
78.262745	15166.671181	13.777075	1.524366	0.083857
78.528990	15231.777631	13.782080	1.524328	0.083907
78.520515	15208.965220	13.787085	1.524331	0.083890
78.495926	15184.417489	13.792090	1.524336	0.083870
78.843769	15116.681938	13.797095	1.524297	0.083818
79.163186	15156.049232	13.802099	1.524254	0.083849
