Tue Apr 22 15:54:28 2025


Number of Points = 8473

Depth (nm)	Load (µN)	Time (s)
21.969637	1744.921503	0.000000
22.098892	1825.964679	0.005005
22.031845	1860.480279	0.010010
21.927264	1784.666718	0.015014
22.319849	1792.576420	0.020019
22.112458	1716.297151	0.025024
21.940967	1585.768839	0.030029
21.799845	1741.738614	0.035034
21.735651	1713.746675	0.040038
21.433226	1598.623459	0.045043
21.128555	1485.380958	0.050048
20.804667	1504.084991	0.055053
20.453695	1726.353312	0.060058
20.349565	1442.500579	0.065062
20.031449	1461.741332	0.070067
19.138093	1349.678360	0.075072
18.926353	1526.029674	0.080077
18.232217	1274.429736	0.085082
17.716945	1162.777075	0.090086
17.485186	1212.407238	0.095091
17.019538	1175.871213	0.100096
16.228679	1124.437485	0.105101
15.624509	1051.015215	0.110106
15.318907	1054.164818	0.115110
14.478492	1031.162790	0.120115
13.772909	1020.931183	0.125120
13.122504	879.533812	0.130125
12.684194	837.451522	0.135130
12.063437	789.856709	0.140134
11.294324	758.536877	0.145139
10.389431	727.251058	0.150144
9.697820	713.757497	0.155149
9.340680	535.166069	0.160154
8.210268	497.418157	0.165158
7.338044	534.662743	0.170163
6.353850	387.620144	0.175168
6.015095	404.862515	0.180173
5.185983	379.213974	0.185178
3.938599	340.529243	0.190182
3.063976	360.222642	0.195187
2.036788	258.446914	0.200192
1.243739	74.784628	0.205197
0.529152	138.546089	0.210202
-0.738545	42.240792	0.215206
-1.709443	63.031759	0.220211
-2.698865	20.576155	0.225216
-4.137323	65.217326	0.230221
-5.125410	55.671820	0.235226
-6.057211	-71.603927	0.240230
-7.900530	57.111920	0.245235
-8.595631	68.024242	0.250240
-9.673628	17.192845	0.255245
-10.958540	31.952740	0.260250
-12.199704	4.679437	0.265254
-13.429067	15.486585	0.270259
-14.289036	-10.789741	0.275264
-15.887867	32.979291	0.280269
-17.048056	28.315997	0.285274
-18.046802	175.159225	0.290278
-19.224478	116.456679	0.295283
-19.981922	33.907758	0.300288
-21.570625	72.775067	0.305293
-22.418906	-106.682234	0.310298
-23.434918	-73.661348	0.315302
-24.325889	119.722746	0.320307
-25.635188	7.634418	0.325312
-26.674748	15.294778	0.330317
-27.448626	-101.047880	0.335322
-28.879120	51.416992	0.340326
-29.981208	-9.929335	0.345331
-30.744215	43.462953	0.350336
-31.821265	-1.668453	0.355341
-32.760064	-44.855204	0.360346
-34.196737	-26.272394	0.365350
-35.390190	116.139674	0.370355
-36.286392	57.278330	0.375360
-37.049220	-8.418587	0.380365
-38.097710	18.074127	0.385370
-39.198004	37.493891	0.390374
