Tue Apr 22 16:08:14 2025


Number of Points = 8474

Depth (nm)	Load (µN)	Time (s)
22.609059	1945.122122	0.000000
22.409425	1956.442855	0.005005
22.757426	2054.928558	0.010010
22.645446	2021.327721	0.015014
22.400350	1930.427246	0.020019
22.516751	1873.356844	0.025024
22.489726	1889.980837	0.030029
21.885252	1974.897649	0.035034
21.828313	1889.646166	0.040038
21.659629	1824.893022	0.045043
21.532521	1735.168317	0.050048
21.182082	1890.836171	0.055053
20.793240	1647.546794	0.060058
20.552431	1709.535568	0.065062
20.014095	1727.061172	0.070067
19.675959	1569.866435	0.075072
19.100985	1629.814438	0.080077
18.939618	1512.163217	0.085082
18.392044	1597.134174	0.090086
17.890074	1680.623991	0.095091
17.163778	1579.992058	0.100096
16.682955	1330.160335	0.105101
16.551023	1497.915704	0.110106
15.643384	1361.727798	0.115110
15.158002	1357.886171	0.120115
14.345005	1047.470445	0.125120
13.897174	1188.833807	0.130125
13.342361	1049.395031	0.135130
12.556362	951.818519	0.140134
11.726624	929.390014	0.145139
10.963261	907.327187	0.150144
10.368153	900.629180	0.155149
9.742553	746.946906	0.160154
8.919516	575.994402	0.165158
8.304578	741.816809	0.170163
7.219497	657.899723	0.175168
6.650903	532.663665	0.180173
5.713822	485.554427	0.185178
4.740817	400.384801	0.190182
4.053467	370.115728	0.195187
3.141326	284.349457	0.200192
2.067534	351.718319	0.205197
1.082422	304.087264	0.210202
0.027184	262.994886	0.215206
-0.899212	124.078062	0.220211
-1.730255	69.216321	0.225216
-2.455853	110.845716	0.230221
-3.781956	12.406374	0.235226
-4.868118	3.521659	0.240230
-6.138314	47.717744	0.245235
-7.238745	29.667537	0.250240
-8.572757	47.013308	0.255245
-9.703983	-77.725589	0.260250
-11.071965	27.890107	0.265254
-12.258745	-96.917322	0.270259
-12.967711	-188.651699	0.275264
-14.358518	-32.591911	0.280269
-15.688640	-17.602713	0.285274
-16.883163	-9.374852	0.290278
-17.979783	-53.747140	0.295283
-19.093591	76.123250	0.300288
-20.608644	-10.074058	0.305293
-21.625377	20.354852	0.310298
-22.769231	-3.931758	0.315302
-23.752625	102.291754	0.320307
-24.989627	-154.967309	0.325312
-25.774281	-44.991678	0.330317
-26.619387	106.748079	0.335322
-27.957761	-89.203131	0.340326
-28.862386	102.645838	0.345331
-30.166108	-171.590422	0.350336
-31.446718	-19.451830	0.355341
-32.357560	-9.692473	0.360346
-33.542813	13.127192	0.365350
-34.277566	-57.564626	0.370355
-35.558496	44.751670	0.375360
-36.546560	-101.759198	0.380365
-37.585497	11.348111	0.385370
-39.029212	-43.102802	0.390374
-39.753806	-83.756350	0.395379
-40.953104	-54.893536	0.400384
-41.774611	-22.614761	0.405389
-43.050221	35.163440	0.410394
-43.845492	-76.924483	0.415398
-44.984257	97.027339	0.420403
