Mon Apr 28 15:37:14 2025


Number of Points = 8472

Depth (nm)	Load (µN)	Time (s)
28.675873	2144.666554	0.000000
28.771459	2213.759397	0.005005
28.352841	2163.921175	0.010010
28.563306	2159.192018	0.015014
28.362540	2253.466576	0.020019
28.264271	2196.806362	0.025024
28.065837	2224.851228	0.030029
27.736272	2103.880913	0.035034
27.202009	2140.343858	0.040038
27.362015	2156.504900	0.045043
27.262175	2060.642101	0.050048
27.068044	2045.447657	0.055053
26.731024	1935.832099	0.060058
26.349871	1933.028288	0.065062
25.879453	1844.581306	0.070067
25.475188	1863.886165	0.075072
25.052809	1805.442706	0.080077
24.461258	1786.721891	0.085082
24.107115	1694.992000	0.090086
23.532387	1736.466662	0.095091
23.138204	1657.780215	0.100096
22.477393	1481.671606	0.105101
21.897211	1568.514140	0.110106
21.301377	1442.536882	0.115110
20.669848	1509.864046	0.120115
20.187100	1331.041566	0.125120
19.196939	1277.912215	0.130125
18.992197	1235.585068	0.135130
18.118226	1263.426828	0.140134
17.403793	1107.472616	0.145139
16.820954	1064.218900	0.150144
16.096878	1001.092002	0.155149
15.548074	933.609915	0.160154
14.649266	880.551525	0.165158
13.786748	812.447304	0.170163
12.718618	757.440906	0.175168
12.022005	752.937903	0.180173
11.254320	720.533080	0.185178
10.268019	567.742622	0.190182
9.728191	625.703044	0.195187
8.717775	470.340521	0.200192
7.845130	400.913074	0.205197
6.882721	426.114628	0.210202
6.033939	344.339350	0.215206
5.120904	251.060027	0.220211
3.746580	259.610680	0.225216
2.854514	342.931020	0.230221
2.017950	146.120869	0.235226
0.923901	174.084374	0.240230
-0.108760	74.982530	0.245235
-0.962613	53.531664	0.250240
-2.566609	-4.627160	0.255245
-3.284392	-23.379518	0.260250
-4.401042	-69.184664	0.265254
-5.692599	17.210994	0.270259
-7.184626	-69.485468	0.275264
-8.359890	-19.634331	0.280269
-9.704680	-22.130484	0.285274
-10.860235	34.015711	0.290278
-12.489161	6.232588	0.295283
-13.662962	-76.898792	0.300288
-14.131538	20.047677	0.305293
-15.355183	-94.060792	0.310298
-16.516363	14.553368	0.315302
-17.786089	-6.821967	0.320307
-18.873431	98.135072	0.325312
-20.093661	137.277728	0.330317
-21.343626	27.035941	0.335322
-22.443342	-64.363317	0.340326
-23.246807	-194.483297	0.345331
-24.682596	66.458898	0.350336
-25.823727	-0.384884	0.355341
-26.501078	-103.149044	0.360346
-27.923365	-32.495031	0.365350
-29.171764	-25.815196	0.370355
-29.799791	78.174968	0.375360
-31.249405	19.526536	0.380365
-32.260750	-139.288491	0.385370
-33.424186	170.861090	0.390374
-34.404580	194.677863	0.395379
-35.473058	113.314881	0.400384
-36.496537	-1.173626	0.405389
-37.670679	18.999067	0.410394
-38.506275	-85.428894	0.415398
-39.324163	91.961750	0.420403
-40.646059	131.025473	0.425408
-41.608229	117.515711	0.430413
-42.448036	82.768259	0.435418
-43.166577	108.364658	0.440422
-44.670395	-94.284808	0.445427
-45.835818	-25.532516	0.450432
-46.927497	-57.652947	0.455437
-47.977439	11.249043	0.460442
-48.973659	-196.566512	0.465446
-50.205545	-17.861740	0.470451
-51.027489	120.757137	0.475456
-52.156265	-82.480450	0.480461
-52.945531	140.464443	0.485466
-53.923855	110.298064	0.490470
-55.035166	25.742629	0.495475
-56.094511	3.696269	0.500480
-56.932299	-162.517327	0.505485
-58.320353	88.224310	0.510490
-58.852433	-39.155308	0.515494
-60.065420	45.874066	0.520499
-61.021124	-89.282108	0.525504
-62.016284	-4.575831	0.530509
-63.129902	-77.992849	0.535514
-64.013521	38.258951	0.540518
-65.008810	-44.681006	0.545523
-66.042170	-27.423859	0.550528
-67.004576	-37.475690	0.555533
-67.980097	-5.968632	0.560538
-68.963827	-118.627925	0.565542
-70.535362	-106.165573	0.570547
-71.004063	-156.269449	0.575552
-72.111660	119.923347	0.580557
-73.221956	-118.259957	0.585562
-74.458735	-146.310545	0.590566
-74.927657	-89.878926	0.595571
-76.515080	-37.172204	0.600576
-77.104757	57.647361	0.605581
-77.964581	-63.434433	0.610586
-79.126343	-53.125080	0.615590
-80.179043	-68.721693	0.620595
-81.229788	-167.377457	0.625600
-82.488315	96.324968	0.630605
-83.459431	-91.793472	0.635610
-84.221195	-19.792663	0.640614
-85.244031	47.471924	0.645619
-86.522093	-86.186454	0.650624
-87.255414	113.124808	0.655629
