Thu Apr 10 12:39:12 2025


Number of Points = 3894

Depth (nm)	Load (µN)	Time (s)
74.027930	1937.595397	0.000000
74.125824	1978.284340	0.005005
74.037523	1986.771315	0.010010
74.347406	1934.123064	0.015014
74.135728	1996.165983	0.020019
73.882329	2035.203100	0.025024
73.717791	1968.849458	0.030029
73.735538	1901.360332	0.035034
73.279120	1950.027742	0.040038
73.117725	1954.357592	0.045043
72.874912	1906.749788	0.050048
72.182415	1881.373868	0.055053
71.914534	1863.625745	0.060058
71.433308	1822.616487	0.065062
71.122876	1740.692807	0.070067
70.717763	1785.986396	0.075072
69.949916	1810.037486	0.080077
69.601833	1735.926652	0.085082
68.990089	1694.111065	0.090086
68.292385	1743.445803	0.095091
67.955194	1568.672551	0.100096
67.373059	1558.429470	0.105101
66.606259	1576.167296	0.110106
65.846871	1605.159225	0.115110
65.431447	1449.101060	0.120115
64.731829	1448.078572	0.125120
63.831091	1500.480365	0.130125
62.973237	1409.790036	0.135130
62.397151	1363.931971	0.140134
61.666329	1320.869296	0.145139
60.807904	1289.686816	0.150144
60.103320	1297.797364	0.155149
59.460029	1198.973994	0.160154
58.446026	1309.207250	0.165158
57.717706	1297.631723	0.170163
57.088615	1062.978156	0.175168
56.172057	1038.790440	0.180173
55.087374	1093.452449	0.185178
54.163499	961.336126	0.190182
53.498239	1014.895832	0.195187
52.791991	938.600932	0.200192
51.824199	1054.861171	0.205197
50.852311	855.174176	0.210202
49.799089	857.306956	0.215206
48.931960	873.727658	0.220211
48.054460	841.652295	0.225216
47.116126	677.661802	0.230221
46.191155	651.102452	0.235226
45.097963	717.084863	0.240230
44.311376	663.548663	0.245235
43.296272	616.807287	0.250240
42.231374	487.722267	0.255245
41.429988	535.276238	0.260250
40.322882	590.788171	0.265254
39.311272	515.371579	0.270259
38.401930	431.440237	0.275264
37.299842	428.533228	0.280269
36.229672	412.541014	0.285274
35.392445	370.478381	0.290278
34.695610	279.752167	0.295283
33.539930	318.286483	0.300288
32.407801	224.230596	0.305293
31.442477	145.756397	0.310298
30.413300	131.769453	0.315302
29.176066	244.652527	0.320307
28.272040	140.140279	0.325312
27.473851	112.633316	0.330317
26.175344	110.285558	0.335322
25.186486	18.676604	0.340326
24.132328	153.584602	0.345331
23.184514	18.845231	0.350336
22.013565	-22.192924	0.355341
20.903182	91.578296	0.360346
19.790618	-44.305705	0.365350
18.754474	53.528965	0.370355
17.747246	-65.040822	0.375360
16.507265	26.374478	0.380365
15.564785	-104.347250	0.385370
14.045598	-95.509535	0.390374
12.927535	-23.621418	0.395379
11.857033	-35.925714	0.400384
10.705976	26.449101	0.405389
9.635063	-32.165107	0.410394
8.848795	-116.772449	0.415398
7.792982	-169.110394	0.420403
6.463880	8.416973	0.425408
5.442908	-24.152717	0.430413
4.373598	-13.683600	0.435418
3.287076	-34.719538	0.440422
2.210889	-13.917431	0.445427
1.045937	29.181863	0.450432
0.035123	-100.217078	0.455437
-1.162365	26.800868	0.460442
-2.090296	-26.586182	0.465446
-3.208171	-100.339879	0.470451
-4.290755	-69.929967	0.475456
-5.352495	-16.803189	0.480461
-6.411356	-15.993222	0.485466
-7.477833	50.303361	0.490470
-8.580256	-46.860688	0.495475
-9.626176	-15.625431	0.500480
-10.714623	-41.647865	0.505485
